       * /home/tiw.rahul45/esim-workspace/logicwithsram/logicwithsram.cir
       Transient Analysis  Sun Oct  9 02:18:41  2022
--------------------------------------------------------------------------------
Index   time            a5#branch_1_0   v.x11.v1#branch v.x12.v1#branch 
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-4.93851e-11	-1.95636e-12	
1	5.000000e-11	0.000000e+00	-7.24812e-07	-1.23194e-07	
2	1.000000e-10	0.000000e+00	-8.38870e-07	-1.04986e-07	
3	2.000000e-10	0.000000e+00	-9.93464e-07	-7.41613e-08	
4	4.000000e-10	0.000000e+00	-1.17891e-06	-3.65746e-08	
5	8.000000e-10	0.000000e+00	-1.35986e-06	5.830279e-10	
6	1.600000e-09	0.000000e+00	-1.37839e-06	8.959847e-09	
7	2.443205e-09	0.000000e+00	-1.31156e-06	5.964737e-09	
8	2.895561e-09	0.000000e+00	-1.22385e-06	7.263985e-09	
9	3.384990e-09	0.000000e+00	-1.11303e-06	7.429771e-09	
10	3.676953e-09	0.000000e+00	-1.07278e-06	3.213011e-09	
11	3.902786e-09	0.000000e+00	-1.09710e-06	3.168539e-10	
12	4.081664e-09	0.000000e+00	-9.60987e-07	1.477965e-08	
13	4.237185e-09	0.000000e+00	-5.94562e-07	4.158981e-08	
14	4.412265e-09	0.000000e+00	1.528567e-07	7.515065e-08	
15	4.443205e-09	0.000000e+00	3.402383e-07	8.645857e-08	
16	4.461318e-09	0.000000e+00	4.370938e-07	8.701148e-08	
17	4.497544e-09	0.000000e+00	6.458265e-07	1.120466e-07	
18	4.569995e-09	0.000000e+00	1.279267e-06	1.249439e-07	
19	4.673734e-09	0.000000e+00	2.340117e-06	1.942557e-07	
20	4.781313e-09	0.000000e+00	4.290560e-06	3.171077e-07	
21	4.903207e-09	0.000000e+00	7.123814e-06	5.207888e-07	
22	5.000000e-09	0.000000e+00	9.310354e-06	6.318005e-07	
23	5.015719e-09	0.000000e+00	1.006481e-05	7.753987e-07	
24	5.047158e-09	0.000000e+00	1.027522e-05	6.942082e-07	
25	5.110035e-09	0.000000e+00	1.063017e-05	6.936297e-07	
26	5.235790e-09	0.000000e+00	1.033712e-05	7.915353e-07	
27	5.398564e-09	0.000000e+00	8.339119e-06	9.911321e-07	
28	5.443205e-09	0.000000e+00	7.944291e-06	6.453231e-07	
29	5.464809e-09	0.000000e+00	7.489339e-06	4.909286e-07	
30	5.508016e-09	0.000000e+00	6.565398e-06	-1.13304e-07	
31	5.594430e-09	0.000000e+00	4.851978e-06	-1.91377e-06	
32	5.707897e-09	0.000000e+00	3.075688e-06	-5.48197e-06	
33	5.817265e-09	0.000000e+00	1.422042e-06	-8.75442e-06	
34	5.941257e-09	0.000000e+00	1.407967e-06	-1.28289e-05	
35	5.995421e-09	0.000000e+00	2.954323e-07	-2.66884e-05	
36	6.050649e-09	0.000000e+00	1.529367e-07	-1.64214e-05	
37	6.117953e-09	0.000000e+00	1.073913e-06	-2.44953e-05	
38	6.192209e-09	0.000000e+00	9.456019e-07	-1.34049e-05	
39	6.266490e-09	0.000000e+00	1.551276e-06	-1.53602e-05	
40	6.342750e-09	0.000000e+00	6.032477e-07	-4.09596e-06	
41	6.418532e-09	0.000000e+00	1.219365e-06	-7.06765e-06	
42	6.549450e-09	0.000000e+00	3.858716e-07	2.116639e-06	
43	6.686428e-09	0.000000e+00	8.589083e-07	-3.50466e-06	
44	6.883433e-09	0.000000e+00	-2.56143e-08	3.129103e-06	
45	7.126137e-09	0.000000e+00	4.740636e-07	-3.23262e-06	
46	7.611544e-09	0.000000e+00	-3.06777e-07	3.197405e-06	
47	8.190404e-09	0.000000e+00	3.299498e-07	-3.20244e-06	
48	8.266490e-09	0.000000e+00	-3.22901e-07	3.205492e-06	
49	8.359530e-09	0.000000e+00	8.063132e-10	-7.95291e-10	
50	8.545610e-09	0.000000e+00	1.791019e-09	4.754689e-10	
51	8.917769e-09	0.000000e+00	4.992826e-11	-6.11622e-10	
52	9.266490e-09	0.000000e+00	1.226900e-09	5.533871e-10	
53	9.340922e-09	0.000000e+00	5.295121e-10	-1.97913e-11	
54	9.489786e-09	0.000000e+00	4.860431e-10	-1.60235e-11	

Index   time            a5#branch_1_0   v.x11.v1#branch v.x12.v1#branch 
--------------------------------------------------------------------------------
55	9.787513e-09	0.000000e+00	4.138316e-10	-1.27729e-11	
56	1.038297e-08	0.000000e+00	3.137200e-10	-8.25235e-12	
57	1.157388e-08	0.000000e+00	1.956928e-10	-5.28429e-12	
58	1.395570e-08	0.000000e+00	9.142725e-11	-2.74045e-12	
59	1.871934e-08	0.000000e+00	3.186433e-11	-2.15133e-12	
60	2.824663e-08	0.000000e+00	7.056369e-12	-1.78806e-12	
61	4.730120e-08	0.000000e+00	5.319412e-13	-1.92977e-12	
62	6.730120e-08	0.000000e+00	-1.01481e-12	-1.76567e-12	
63	8.730120e-08	0.000000e+00	-1.26565e-12	-1.92090e-12	
64	1.050000e-07	0.000000e+00	-1.70885e-12	-1.76964e-12	
65	1.051948e-07	0.000000e+00	1.402662e-07	2.226640e-08	
66	1.055844e-07	0.000000e+00	5.229754e-08	-2.20253e-08	
67	1.061580e-07	0.000000e+00	5.163516e-08	1.118454e-08	
68	1.067393e-07	0.000000e+00	7.949691e-08	-3.17662e-09	
69	1.073362e-07	0.000000e+00	1.285259e-07	6.807364e-09	
70	1.080352e-07	0.000000e+00	8.406525e-08	-9.05367e-09	
71	1.086839e-07	0.000000e+00	2.748540e-08	4.312198e-10	
72	1.094686e-07	0.000000e+00	6.232128e-09	-2.44729e-09	
73	1.100000e-07	0.000000e+00	9.444334e-09	2.235986e-09	
74	1.100973e-07	0.000000e+00	-5.32189e-10	-1.47748e-09	
75	1.102920e-07	0.000000e+00	2.271976e-11	1.204108e-10	
76	1.106814e-07	0.000000e+00	-2.39504e-10	-8.88163e-11	
77	1.114601e-07	0.000000e+00	-4.42166e-11	7.214614e-11	
78	1.130175e-07	0.000000e+00	-2.14466e-10	-7.02325e-11	
79	1.161323e-07	0.000000e+00	-4.72921e-11	6.411286e-11	
80	1.223620e-07	0.000000e+00	-1.97185e-10	-6.64519e-11	
81	1.348214e-07	0.000000e+00	-2.75804e-11	6.229235e-11	
82	1.548214e-07	0.000000e+00	-1.65392e-10	-6.55230e-11	
83	1.748214e-07	0.000000e+00	8.354040e-13	6.153471e-11	
84	1.948214e-07	0.000000e+00	-1.42615e-10	-6.48039e-11	
85	1.950000e-07	0.000000e+00	-2.15546e-11	3.374158e-11	
86	1.952756e-07	0.000000e+00	-5.52454e-11	1.335575e-12	
87	1.958269e-07	0.000000e+00	-7.38313e-11	-5.63641e-12	
88	1.967616e-07	0.000000e+00	-5.74250e-11	2.030894e-12	
89	1.986309e-07	0.000000e+00	-7.27307e-11	-5.69947e-12	
90	2.000000e-07	0.000000e+00	-5.63800e-11	2.052832e-12	
91	2.003739e-07	0.000000e+00	-6.39722e-11	-1.81857e-12	
92	2.011216e-07	0.000000e+00	-6.38945e-11	-1.85730e-12	
93	2.026171e-07	0.000000e+00	-6.31217e-11	-1.79614e-12	
94	2.056081e-07	0.000000e+00	-6.21803e-11	-1.86462e-12	
95	2.115900e-07	0.000000e+00	-5.98534e-11	-1.79498e-12	
96	2.235538e-07	0.000000e+00	-5.61338e-11	-1.86813e-12	
97	2.435538e-07	0.000000e+00	-5.04069e-11	-1.79801e-12	
98	2.550000e-07	0.000000e+00	-4.78718e-11	-1.87161e-12	
99	2.555000e-07	0.000000e+00	-4.76723e-11	-1.83374e-12	
100	2.565000e-07	0.000000e+00	-4.74387e-11	-1.83538e-12	
101	2.585000e-07	0.000000e+00	-4.70070e-11	-1.83548e-12	
102	2.600000e-07	0.000000e+00	-4.66722e-11	-1.83487e-12	
103	2.604000e-07	0.000000e+00	-4.65920e-11	-1.83579e-12	
104	2.605000e-07	0.000000e+00	-4.65675e-11	-1.83487e-12	
105	2.605800e-07	0.000000e+00	-4.65523e-11	-1.83556e-12	
106	2.607400e-07	0.000000e+00	-4.65174e-11	-1.83533e-12	
107	2.610600e-07	0.000000e+00	-4.64495e-11	-1.83565e-12	
108	2.615000e-07	0.000000e+00	-4.63550e-11	-1.83540e-12	
109	2.615640e-07	0.000000e+00	-4.63420e-11	-1.83559e-12	
110	2.616920e-07	0.000000e+00	-4.63143e-11	-1.83546e-12	
111	2.619480e-07	0.000000e+00	-4.62604e-11	-1.83566e-12	
112	2.624600e-07	0.000000e+00	-4.61516e-11	-1.83551e-12	

Index   time            a5#branch_1_0   v.x11.v1#branch v.x12.v1#branch 
--------------------------------------------------------------------------------
113	2.634840e-07	0.000000e+00	-4.59369e-11	-1.83575e-12	
114	2.655320e-07	0.000000e+00	-4.55117e-11	-1.83570e-12	
115	2.696280e-07	0.000000e+00	-4.46850e-11	-1.83617e-12	
116	2.778200e-07	0.000000e+00	-4.31133e-11	-1.83644e-12	
117	2.942040e-07	0.000000e+00	-4.02689e-11	-1.83751e-12	
118	3.142040e-07	0.000000e+00	-3.72561e-11	-1.83815e-12	
119	3.342040e-07	0.000000e+00	-3.46541e-11	-1.83902e-12	
120	3.542040e-07	0.000000e+00	-3.23870e-11	-1.83937e-12	
121	3.742040e-07	0.000000e+00	-3.03958e-11	-1.84003e-12	
122	3.942040e-07	0.000000e+00	-2.86349e-11	-1.84021e-12	
123	4.142040e-07	0.000000e+00	-2.70675e-11	-1.84073e-12	
124	4.342040e-07	0.000000e+00	-2.56647e-11	-1.84082e-12	
125	4.542040e-07	0.000000e+00	-2.44022e-11	-1.84125e-12	
126	4.550000e-07	0.000000e+00	-2.43558e-11	-1.84119e-12	
127	4.550578e-07	0.000000e+00	5.471273e-08	1.315546e-08	
128	4.551735e-07	0.000000e+00	5.517253e-08	3.561199e-09	
129	4.554048e-07	0.000000e+00	6.023075e-08	1.758220e-10	
130	4.558675e-07	0.000000e+00	7.907435e-08	1.980133e-09	
131	4.566738e-07	0.000000e+00	8.476573e-08	-1.25006e-09	
132	4.572203e-07	0.000000e+00	-8.57767e-07	-9.46413e-08	
133	4.575905e-07	0.000000e+00	-1.70538e-06	-1.91753e-07	
134	4.579996e-07	0.000000e+00	-2.35355e-06	-4.48101e-07	
135	4.583558e-07	0.000000e+00	-4.91499e-06	-1.94549e-06	
136	4.585371e-07	0.000000e+00	-1.01183e-05	-9.71070e-07	
137	4.587021e-07	0.000000e+00	-9.77593e-06	4.040439e-06	
138	4.588787e-07	0.000000e+00	-1.54784e-05	7.822534e-06	
139	4.590674e-07	0.000000e+00	-1.59649e-05	1.089789e-05	
140	4.592443e-07	0.000000e+00	-1.96110e-05	1.062044e-05	
141	4.594674e-07	0.000000e+00	-1.85591e-05	4.517540e-06	
142	4.596170e-07	0.000000e+00	-2.05167e-05	-2.00837e-06	
143	4.597735e-07	0.000000e+00	-1.69158e-05	6.474338e-06	
144	4.598991e-07	0.000000e+00	-1.50474e-05	-1.21349e-06	
145	4.600000e-07	0.000000e+00	-1.11237e-05	4.810920e-06	
146	4.600133e-07	0.000000e+00	-1.18796e-05	1.794271e-06	
147	4.600400e-07	0.000000e+00	-1.13688e-05	1.543564e-06	
148	4.600933e-07	0.000000e+00	-1.00346e-05	1.401925e-06	
149	4.601999e-07	0.000000e+00	-7.65972e-06	1.100502e-06	
150	4.604131e-07	0.000000e+00	-4.05393e-06	6.207409e-07	
151	4.607528e-07	0.000000e+00	-1.21907e-06	1.790296e-07	
